,crossword_date,answers,clues,crossword_year
14301,2022-06-20,CONNED,Duped,2022
14302,2022-06-20,RICO,Puerto ___,2022
14303,2022-06-20,ETHNIC,Of a shared cultural identity,2022
14304,2022-06-20,TRAP,Ensnare,2022
14305,2022-06-20,AUTO,What you park in a driveway or drive on a parkway,2022
14306,2022-06-20,IRON,Clothes presser,2022
14307,2022-06-20,LAND,"Acquire, as a job",2022
14308,2022-06-20,SARA,Singer Bareilles,2022
14309,2022-06-20,EASY,Beginnerish,2022
14310,2022-06-20,ALMS,"""___ for the poor""",2022
14311,2022-06-20,PSST,Discreet attention-getter,2022
14312,2022-06-20,TIN,Container for mints,2022
14313,2022-06-20,INK,Squirt from an octopus,2022
14314,2022-06-21,GOBI,Arid Mongolian expanse,2022
14315,2022-06-21,FBILAB,"Forensics facility at Quantico, Va.",2022
14316,2022-06-21,GPS,"Driver's guide, for short",2022
14317,2022-06-21,ENOS,"Mireille ___, co-star of AMC's ""The Killing""",2022
14318,2022-06-21,OLDELI,"Yale, to alums",2022
14319,2022-06-21,LAT,"Muscle worked by a kettlebell swing, informally",2022
14320,2022-06-21,NOWWEREEVEN,"""This is payback!""",2022
14321,2022-06-21,USE,Manipulate,2022
14322,2022-06-21,LEN,N.F.L. Hall-of-Famer Dawson,2022
14323,2022-06-21,WAIT,"""Hold your horses!""",2022
14324,2022-06-21,FETA,Cheese in a Greek salad,2022
14325,2022-06-21,AHEAD,Winning,2022
14326,2022-06-21,AMSTERDAM,City that's home to the Anne Frank House,2022
14327,2022-06-21,GARR,"Teri of ""Mr. Mom""",2022
14328,2022-06-21,SKA,___ punk (fusion genre with Jamaican rhythms),2022
14329,2022-06-21,EAU,Toilette water,2022
14330,2022-06-21,ASH,Bit of firepit debris,2022
14331,2022-06-21,RHINO,"Bull with a horn, informally",2022
14332,2022-06-21,ZIPIT,"""Silence!""",2022
14333,2022-06-21,STATUES,The Thinker and others,2022
14334,2022-06-21,DAYTONA,"___ 500 (NASCAR's ""Super Bowl"")",2022
14335,2022-06-21,PETRI,German bacteriologist who lent his name to a kind of dish,2022
14336,2022-06-21,SWOLE,"""Ripped""",2022
14337,2022-06-21,KFC,Destination on a fast-food lover's bucket list?,2022
14338,2022-06-21,ANA,"""Knives Out"" actress de Armas",2022
14339,2022-06-21,ERA,Constitutional initiative passed in '72 but never ratified,2022
14340,2022-06-21,GEEK,Self-description for many an expert hobbyist,2022
14341,2022-06-21,SNOWGLOBE,Desk item that's shaken,2022
14342,2022-06-21,TARRY,Linger,2022
14343,2022-06-21,EARL,Countess's counterpart,2022
14344,2022-06-21,LISA,Actress Bonet,2022
14345,2022-06-21,OUR,"""___ House"" (1970 Crosby, Stills, Nash & Young hit)",2022
14346,2022-06-21,WIG,Fright ___ (gag item),2022
14347,2022-06-21,SPLITSECOND,Instant … hinted at four times in this puzzle's circled letters,2022
14348,2022-06-21,EVA,Señora Perón,2022
14349,2022-06-21,GRETEL,Grimm sister,2022
14350,2022-06-21,HOUR,One of 24,2022
14351,2022-06-21,REN,"Kylo ___ of ""Star Wars""",2022
14352,2022-06-21,TORERO,Bullfighter,2022
14353,2022-06-21,EMTS,CPR specialists,2022
14354,2022-06-21,GEN,___-X,2022
14355,2022-06-21,ONO,"The Yoko of ""Oh Yoko!""",2022
14356,2022-06-21,BOWLERHAT,Headgear for Laurel or Hardy,2022
14357,2022-06-21,ISWEAR,"""Cross my heart!""",2022
14358,2022-06-21,FOR,Jump ___ joy,2022
14359,2022-06-21,BLEWAKISS,"Displayed affection from across the room, say",2022
14360,2022-06-21,IDEAMAN,He's got notions,2022
14361,2022-06-21,LEVIS,Some jeans,2022
14362,2022-06-21,ALETTE,Small building wing,2022
14363,2022-06-21,BIN,Container for recycling,2022
14364,2022-06-21,GLUED,"Stuck together, in a way",2022
14365,2022-06-21,PASTA,"Spaghetti, e.g.",2022
14366,2022-06-21,STEAM,Emission from a whistling kettle,2022
14367,2022-06-21,END,Bitter ___,2022
14368,2022-06-21,FRUIT,Peach or persimmon,2022
14369,2022-06-21,AGASP,Audibly astonished,2022
14370,2022-06-21,HASTE,Undue hurry,2022
14371,2022-06-21,EAZYE,"Rapper on 1988's ""Straight Outta Compton""",2022
14372,2022-06-21,SHE,"""___ Drives Me Crazy"" (Fine Young Cannibals hit)",2022
14373,2022-06-21,RUING,Having misgivings about,2022
14374,2022-06-21,ODOREATER,Shoe insert,2022
14375,2022-06-21,POKERROOM,Part of a house that might have a full house,2022
14376,2022-06-21,INFER,Surmise,2022
14377,2022-06-21,TACKY,Exhibiting poor taste,2022
14378,2022-06-21,TRAWL,Big drag on a fishing expedition?,2022
14379,2022-06-21,ALA,In the style of,2022
14380,2022-06-21,WEBSITE,"Place to get a cookie, maybe",2022
14381,2022-06-21,ALLPRO,Yearly honor awarded for each N.F.L. position,2022
14382,2022-06-21,GAUCHE,Lacking grace and refinement,2022
14383,2022-06-21,SEWER,Ninja turtle hangout,2022
14384,2022-06-21,NAIVE,Unwise to the ways of the world,2022
14385,2022-06-21,ORGAN,Hymn player,2022
14386,2022-06-21,OILER,Edmonton athlete,2022
14387,2022-06-21,TOE,"Piggy, in a nursery rhyme",2022
14388,2022-06-21,Abbr.,Pepper or Friday,2022
14389,2022-06-21,SLO,___-mo,2022
14390,2022-06-21,NUT,Bolt's counterpart,2022
14391,2022-06-21,Abbr.,A.M.A. members,2022
14392,2022-06-22,SEARCH,Word before bar or party,2022
14393,2022-06-22,OWL,Athena's winged companion,2022
14394,2022-06-22,AMP,Hype (up),2022
14395,2022-06-22,UMPIRE,Diamond official,2022
14396,2022-06-22,POUT,Sulk,2022
14397,2022-06-22,FEE,"""___, fi, fo, fum""",2022
14398,2022-06-22,ZIPPERMERGE,*Drivers' process when two lanes of traffic become one,2022
14399,2022-06-22,FTC,Antitrust law enforcement org.,2022
14400,2022-06-22,ILL,Sick,2022
14401,2022-06-22,WEIRD,Bizarre,2022
14402,2022-06-22,AGORA,Ancient Greek market,2022
14403,2022-06-22,EYES,"The windows to the soul, it's said",2022
14404,2022-06-22,SNAPDRAGON,"*Garden plant that opens and shuts its ""mouth"" when squeezed",2022
14405,2022-06-22,PAY,Pony up,2022
14406,2022-06-22,RAYBAN,Brand of sunglasses,2022
14407,2022-06-22,ASSAD,Syria's Bashar al-___,2022
14408,2022-06-22,ETES,"French word after ""vous""",2022
14409,2022-06-22,TOE,"When you're on it, you're en pointe",2022
14410,2022-06-22,BUTTONMUSHROOMS,*White pizza toppings,2022
14411,2022-06-22,SSE,Sacramento-to-San Diego dir.,2022
14412,2022-06-22,EONS,Long stretches,2022
14413,2022-06-22,ASSET,What you've got going for you,2022
14414,2022-06-22,HISSAT,"Threaten, as a cat might",2022
14415,2022-06-22,AWL,Puncher's tool,2022
14416,2022-06-22,PINSTRIPES,*Design on some baseball uniforms,2022
14417,2022-06-22,OTTO,Bus driver for Lisa and Bart,2022
14418,2022-06-22,UMBRA,Darkest part of a shadow,2022
14419,2022-06-22,OATHS,They're sworn,2022
14420,2022-06-22,ROB,Burgle,2022
14421,2022-06-22,DEE,"Brown who wrote ""Bury My Heart at Wounded Knee""",2022
14422,2022-06-22,FINDCLOSURE,Accept and let go of something … or a hint to the starts of the answers to the starred clues,2022
14423,2022-06-22,GNC,Vitamin supplement retailer,2022
14424,2022-06-22,FRAU,Munich Mrs.,2022
14425,2022-06-22,EDICTS,Official declarations,2022
14426,2022-06-22,YUK,Laugh sound,2022
14427,2022-06-22,ALA,___ mode,2022
14428,2022-06-22,YANKEE,Major-leaguer who wears 49-Across at home,2022
14429,2022-06-22,SUZIE,"Q preceder, in song",2022
14430,2022-06-22,EMILY,Poet Dickinson,2022
14431,2022-06-22,APPLE,Jobs creation,2022
14432,2022-06-22,RIP,"""Let 'er ___!""",2022
14433,2022-06-22,CREW,"Gaffer, best boy and others",2022
14434,2022-06-22,HERESY,Inquisition charge,2022
14435,2022-06-22,OPERA,Work from Bellini or Rossini,2022
14436,2022-06-22,WORDPRESS,Popular blogging platform,2022
14437,2022-06-22,LUG,Tote,2022
14438,2022-06-22,AFFOGATOS,Espresso-over-ice cream desserts,2022
14439,2022-06-22,METRONOME,Time keeper,2022
14440,2022-06-22,PECAN,Pie nut,2022
14441,2022-06-22,TEARY,Like some people at weddings and funerals,2022
14442,2022-06-22,MIN,"Lowest part of a range, for short",2022
14443,2022-06-22,GAB,Chitter-chatter,2022
14444,2022-06-22,SPAT,Old-fashioned shoe cover,2022
14445,2022-06-22,DASH,Inexact recipe amount,2022
14446,2022-06-22,ADO,Hubbub,2022
14447,2022-06-22,ABS,They can be sculpted and chiseled,2022
14448,2022-06-22,SUSHIMENU,You might order ahi tuna or yellowtail from it,2022
14449,2022-06-22,STEINBECK,"""East of Eden"" author",2022
14450,2022-06-22,EMOTIONAL,Moving,2022
14451,2022-06-22,TUN,Wine vessel,2022
14452,2022-06-22,EST,Abbr. on a cornerstone,2022
14453,2022-06-22,NEAR,Close by,2022
14454,2022-06-22,RAW,Uncooked,2022
14455,2022-06-22,OSLO,Home of the Viking Ship Museum,2022
14456,2022-06-22,Abbr.,"Azerbaijan or Lithuania, once",2022
14457,2022-06-22,STAFF,Wizard's accessory,2022
14458,2022-06-22,ASHLEY,Daughter of Joe and Jill Biden,2022
14459,2022-06-22,PUDGY,Chubby,2022
14460,2022-06-22,PADUA,"Italian city in a ""Kiss Me, Kate"" song",2022
14461,2022-06-22,ETC,[waves hand in a circle],2022
14462,2022-06-22,TRUCK,Something weighed at a weigh station,2022
14463,2022-06-22,TORTE,Linzer ___ (pastry),2022
14464,2022-06-22,OBESE,Very corpulent,2022
14465,2022-06-22,SODA,Pop,2022
14466,2022-06-22,IRA,"Glass of ""This American Life""",2022
14467,2022-06-22,SIN,"Missing letters in ""transgre_s_o_,"" appropriately",2022
14468,2022-06-23,DESI,"South Asian, informally",2022
14469,2022-06-23,JADE,"""Imperial gem"" mined as early as 6000 B.C.",2022
14470,2022-06-23,ACME,Supplier of iron carrots in old cartoons,2022
14471,2022-06-23,IMAM,Islamic scholar,2022
14472,2022-06-23,EDIT,"Make some cuts, perhaps",2022
14473,2022-06-23,ACHES,Tender feelings,2022
14474,2022-06-23,CANOODLES,Mood setters for a romantic dinner,2022
14475,2022-06-23,TRIES,Samples,2022
14476,2022-06-23,TIT,What may be traded for tat,2022
14477,2022-06-23,WIIG,Comic actress Kristen,2022
14478,2022-06-23,FLICKA,"""My Friend ___"" (classic of children's literature)",2022
14479,2022-06-23,ALIAS,"Captain Marvel, for one",2022
14480,2022-06-23,BOORADLEY,Actor Cooper,2022
14481,2022-06-23,TEAL,Duck color,2022
14482,2022-06-23,HUN,Ancient dweller of Central Asia and Eastern Europe,2022
14483,2022-06-23,ERS,Some hesitations,2022
14484,2022-06-23,EDGES,There are 30 on an icosahedron,2022
14485,2022-06-23,LIMITS,Bounds,2022
14486,2022-06-23,OXYGENATION,"Photosynthetic process ""inflating"" 16-, 24-, 46- and 56-Across",2022
14487,2022-06-23,AMYTAN,"Author of ""The Bonesetter's Daughter,"" 2001",2022
14488,2022-06-23,SLASH,One of two in 2/22/22,2022
14489,2022-06-23,AHS,"Things ""said"" in doctors' offices",2022
14490,2022-06-23,BRB,"Texter's ""hold on a sec""",2022
14491,2022-06-23,VILE,Repellent,2022
14492,2022-06-23,TATTOOERS,Torn and ragged clothing,2022
14493,2022-06-23,CELIA,Feminine name that anagrams to another feminine name,2022
14494,2022-06-23,TRAILS,Is behind,2022
14495,2022-06-23,EACH,"""___ one teach one"" (rhyming proverb)",2022
14496,2022-06-23,FDR,Prez who founded the March of Dimes,2022
14497,2022-06-23,IMPEI,"His first initial stands for ""Ieoh""",2022
14498,2022-06-23,PATOOTIES,Quarter-pound things at McDonald's,2022
14499,2022-06-23,RELIC,"The Ark of the Covenant, e.g.",2022
14500,2022-06-23,SLUG,Fake coin,2022
14501,2022-06-23,ELIA,"""Popular Fallacies"" writer, 1826",2022
14502,2022-06-23,EDEN,Adam's apple locale,2022
14503,2022-06-23,IMPS,"Sprites, but not Pepsis",2022
14504,2022-06-23,DENY,Controvert,2022
14505,2022-06-23,DICTATE,Call the shots,2022
14506,2022-06-23,EMAILED,"Corresponded with, in a way",2022
14507,2022-06-23,SANTIAGO,World capital on the so-called Pacific Ring of Fire,2022
14508,2022-06-23,IMO,"""You didn't ask, but …"" to a texter",2022
14509,2022-06-23,JEDI,Force-ful character,2022
14510,2022-06-23,ADLIB,Wing it,2022
14511,2022-06-23,DIEGO,Soccer star Maradona,2022
14512,2022-06-23,ETS,"Mars rovers, in brief?",2022
14513,2022-06-23,ACRID,Like burning plastic,2022
14514,2022-06-23,CHICLE,Early chewing gum ingredient,2022
14515,2022-06-23,MEEKER,More submissive,2022
14516,2022-06-23,ESSAYS,60-Across output or 18-Across synonym,2022
14517,2022-06-23,ATLANTIS,Where Aquaman reigns as king,2022
14518,2022-06-23,OWS,Biting remarks?,2022
14519,2022-06-23,meat,Carnivorous,2022
14520,2022-06-23,ALEXA,Echo speaker,2022
14521,2022-06-23,OHMAN,"Often-uttered lead-in to ""That's gotta hurt!""",2022
14522,2022-06-23,SYMBOLIC,Like Canada's maple leaf,2022
14523,2022-06-23,LETBE,Leave alone,2022
14524,2022-06-23,INA,___ moment,2022
14525,2022-06-23,SOLVE,Unravel,2022
14526,2022-06-23,GYROS,Street food favorites topped with tzatziki,2022
14527,2022-06-23,NAILFILE,It may be applied to a single digit,2022
14528,2022-06-23,SLIDEIN,Sit after everyone else scooches over,2022
14529,2022-06-23,HEARSAY,Grist for the rumor mill,2022
14530,2022-06-23,ATTIRE,It may get worn out,2022
14531,2022-06-23,HARMED,"In a position to sue, say",2022
14532,2022-06-23,STAPLE,Readers may flip over it,2022
14533,2022-06-23,TIEIN,"Movie-themed Happy Meal, e.g.",2022
14534,2022-06-23,REALM,Sphere,2022
14535,2022-06-23,SATUP,"Took notice, in a way",2022
14536,2022-06-23,CHO,Comedian Margaret,2022
14537,2022-06-23,COGS,"Peons, metaphorically",2022
14538,2022-06-23,PSI,Letter resembling Indiana University's logo,2022
14539,2022-06-23,TED,___-Ed (animated talks for kids),2022
14540,2022-06-24,ACTS,"Source of the quote ""It is more blessed to give than to receive""",2022
14541,2022-06-24,INCA,Creator of terraced agricultural fields known as andenes,2022
14542,2022-06-24,SOFT,Not alcoholic,2022
14543,2022-06-24,FREAK,Wig (out),2022
14544,2022-06-24,NOODLEBAR,Place to slurp ramen,2022
14545,2022-06-24,TIARA,"Meghan Markle's ""something borrowed""",2022
14546,2022-06-24,PROVOLONE,Cheesesteak topper,2022
14547,2022-06-24,TRANSAM,Good auto for an L.A.-to-N.Y.C. road trip?,2022
14548,2022-06-24,IVLINE,R.N.'s insertion,2022
14549,2022-06-24,STINGER,Queen's protection,2022
14550,2022-06-24,ALE,Fermented beverage,2022
14551,2022-06-24,SIS,"Frequent maid of honor, in brief",2022
14552,2022-06-24,PEN,Writers' org. with apt initials,2022
14553,2022-06-24,ANTES,Alternative to blinds,2022
14554,2022-06-24,RATE,Mortgage offering,2022
14555,2022-06-24,ARTURO,Historian Schomberg of the Harlem Renaissance,2022
14556,2022-06-24,SHISH,"Literally, ""skewer""",2022
14557,2022-06-24,SORORITYSQUAT,Group photo pose during a rush,2022
14558,2022-06-24,GOAPE,Flip,2022
14559,2022-06-24,HUMVEE,Jeep successor,2022
14560,2022-06-24,SEEP,Leak (through),2022
14561,2022-06-24,San Francisco,BART,2022
14562,2022-06-24,IDE,Chemical suffix,2022
14563,2022-06-24,APU,"""The Simpsons"" character with an 18-letter last name",2022
14564,2022-06-24,OVO,Record label co-founded by Drake,2022
14565,2022-06-24,CARTALK,Longtime NPR call-in show,2022
14566,2022-06-24,BIGSUR,Home to California's Limekiln State Park,2022
14567,2022-06-24,BURRATA,Cheese from the south of Italy,2022
14568,2022-06-24,AREACODES,Numbers that come after 1,2022
14569,2022-06-24,ELISE,"Renée ___ Goldsberry of ""Hamilton""",2022
14570,2022-06-24,TINYHOUSE,Kind of architectural movement with the philosophy of living with less,2022
14571,2022-06-24,LLOSA,Author Mario Vargas ___,2022
14572,2022-06-24,ETES,Part of a French 101 conjugation,2022
14573,2022-06-24,MOOR,"""Wuthering Heights"" setting",2022
14574,2022-06-24,SNOT,Impertinent sort,2022
14575,2022-06-24,AFT,Toward the tail,2022
14576,2022-06-24,CRITTERS,"Polecats, raccoons, squirrels, etc.",2022
14577,2022-06-24,TEARINTO,Dress down,2022
14578,2022-06-24,SARAN,Brand once produced by Dow Chemical,2022
14579,2022-06-24,INPART,Somewhat,2022
14580,2022-06-24,NORM,"Summer temperatures of 120º F, in Death Valley",2022
14581,2022-06-24,COO,"Say ""You're so-o-o cute!,"" e.g.",2022
14582,2022-06-24,ADVIL,"""Stronger than pain"" sloganeer",2022
14583,2022-06-24,SELL,Persuade,2022
14584,2022-06-24,OBOIST,Uncommon member of a high school band,2022
14585,2022-06-24,FANNIE,Civil rights activist ___ Lou Hamer,2022
14586,2022-06-24,TREES,Things that parks and families have,2022
14587,2022-06-24,KANGAROOPOUCH,"Marsupium, by another name",2022
14588,2022-06-24,LOVERSQUARREL,Cause of a breakup,2022
14589,2022-06-24,SENORA,Title for Frida Kahlo,2022
14590,2022-06-24,SPA,Brazilian's place,2022
14591,2022-06-24,ASHY,Pallid,2022
14592,2022-06-24,ESTEE,Signature scent introduced in 1968,2022
14593,2022-06-24,AHUM,Alive with excitement,2022
14594,2022-06-24,URGE,Itch,2022
14595,2022-06-24,ISHTAR,Mesopotamian goddess of love and war,2022
14596,2022-06-24,IPSO,___ facto,2022
14597,2022-06-24,AVIATION,Ohio claims to be its birthplace,2022
14598,2022-06-24,TEDLASSO,"TV character who said ""I do love a locker room. It smells like potential""",2022
14599,2022-06-24,EEK,High-pitched cry,2022
14600,2022-06-24,SPIRIT,Christmas ___,2022
14601,2022-06-24,EUGENE,"___ Gant, protagonist of Thomas Wolfe's ""Look Homeward, Angel""",2022
14602,2022-06-24,PCUSER,Windows might be opened by one,2022
14603,2022-06-24,ABATE,Ease,2022
14604,2022-06-24,VROOM,"When doubled, racing sound",2022
14605,2022-06-24,TALLS,"They're denoted by T's, for tees",2022
14606,2022-06-24,SAYS,States,2022
14607,2022-06-24,BESO,"X, maybe, in Spanish",2022
14608,2022-06-24,DUO,"What Salt-N-Pepa were not, despite their name",2022
14609,2022-06-24,EAT,Gobble up,2022
14610,2022-06-25,IMHO,Texter's preamble,2022
14611,2022-06-25,SPACEFORCE,Branch of the U.S. military launched in 2019,2022
14612,2022-06-25,COAX,Soft-soap,2022
14613,2022-06-25,TELENOVELA,Soap in Mexico,2022
14614,2022-06-25,ENVY,Coveted object,2022
14615,2022-06-25,ADAMDRIVER,"Best Actor nominee for 2019's ""Marriage Story""",2022
14616,2022-06-25,POE,"""A Dream Within a Dream"" writer",2022
14617,2022-06-25,CRANE,Provider of a lift,2022
14618,2022-06-25,DUAL,___-purpose,2022
14619,2022-06-25,ARAGORN,"King in ""The Return of the King""",2022
14620,2022-06-25,NAS,"Rapper with the 1999 #1 album ""I Am …""",2022
14621,2022-06-25,PRY,What investigators might do,2022
14622,2022-06-25,CAPULET,Surname of a star-crossed lover,2022
14623,2022-06-25,THAT,"""What they said""",2022
14624,2022-06-25,KILLEDIT,Slayed,2022
14625,2022-06-25,IMAC,Apple selection?,2022
14626,2022-06-25,LAPS,Stretches for a swimmer,2022
14627,2022-06-25,COT,Camp sight,2022
14628,2022-06-25,SPAR,Squabble,2022
14629,2022-06-25,NELL,Singer/actress Carter,2022
14630,2022-06-25,YAMMERON,"Talk, talk, talk",2022
14631,2022-06-25,DAIS,Lectern locale,2022
14632,2022-06-25,QUITESO,"""Why, yes indeed!""",2022
14633,2022-06-25,STY,Where snorting isn't rude,2022
14634,2022-06-25,WEK,Supermodel Alek,2022
14635,2022-06-25,UPTOBAT,"Standing at home, say",2022
14636,2022-06-25,CHEF,Course pro?,2022
14637,2022-06-25,ALEPH,What comes before a bet,2022
14638,2022-06-25,ERA,Classic Vans sneaker model,2022
14639,2022-06-25,REALMATURE,"""Oh, grow up""",2022
14640,2022-06-25,BAIL,Abandon ship,2022
14641,2022-06-25,IMSOOVERIT,Comment from one who's moved on,2022
14642,2022-06-25,OREO,Brand name on Cakesters snack cakes,2022
14643,2022-06-25,METROAREAS,They include satellite cities,2022
14644,2022-06-25,PSST,"Poke alternative, maybe",2022
14645,2022-06-25,ICEPACK,Cold case?,2022
14646,2022-06-25,MONORAIL,Line at Disney World,2022
14647,2022-06-25,HAVEAPLAN,Go in prepared,2022
14648,2022-06-25,OXY,Competitor of Stridex,2022
14649,2022-06-25,STARRED,Like some book reviews,2022
14650,2022-06-25,PEDANTIC,Like the grammar police,2022
14651,2022-06-25,ALAN,"""Succession"" co-star Ruck",2022
14652,2022-06-25,CEMENT,"Place for a handprint, maybe",2022
14653,2022-06-25,END,"Heel, e.g.",2022
14654,2022-06-25,FOR,Kind of loop in programming,2022
14655,2022-06-25,OVID,Pioneer of elegies,2022
14656,2022-06-25,REVUP,Gun,2022
14657,2022-06-25,CLEAR,Unblocked,2022
14658,2022-06-25,EARLY,___ voting,2022
14659,2022-06-25,COLESLAW,"In Germany it's ""Krautsalat""",2022
14660,2022-06-25,GULPED,"Chugged, with ""down""",2022
14661,2022-06-25,AHI,Source of protein in a poke bowl,2022
14662,2022-06-25,SAMSMITH,Pop singer who came out as nonbinary in 2019,2022
14663,2022-06-25,TAPETO,"Stick on, in a way",2022
14664,2022-06-25,TOY,Mess around (with),2022
14665,2022-06-25,CAREBEARS,"Playthings with ""belly badges""",2022
14666,2022-06-25,TAQUERIA,Place where shells are put away?,2022
14667,2022-06-25,ROSARIES,Chains of churches,2022
14668,2022-06-25,LIE,Bit of mendacity,2022
14669,2022-06-25,MUPPETS,"Rowlf the Dog and Robin the Frog, for two",2022
14670,2022-06-25,NOTALOT,Few,2022
14671,2022-06-25,SKATER,"Performer in both the Winter and Summer Olympics, in different sports",2022
14672,2022-06-25,SCRIM,Certain curtain,2022
14673,2022-06-25,THEME,Party consideration,2022
14674,2022-06-25,YEAST,Cause of an uprising?,2022
14675,2022-06-25,FLOR,Violeta o rosa,2022
14676,2022-06-25,LURE,Draw,2022
14677,2022-06-25,MOO,Low call,2022
14678,2022-06-25,AVA,2020 thriller in which Jessica Chastain plays the title role,2022
14679,2022-06-25,BOP,"Catchy song, in modern slang",2022
14680,2022-06-26,SEPTA,Partitions between nostrils,2022
14681,2022-06-26,SLIP,Place to park a boat,2022
14682,2022-06-26,OAST,Malt-drying kiln,2022
14683,2022-06-26,STARED,"Gave a look of ""Can you believe that?!""",2022
14684,2022-06-26,ATOMIC,Smaller than small,2022
14685,2022-06-26,GLOAT,Rub it in,2022
14686,2022-06-26,THESILENCEOFTHELAMBOS,What you'll hear after-hours at a sports car sales lot?,2022
14687,2022-06-26,HITEM,Cry from a boxing coach,2022
14688,2022-06-26,LANE,Swimmer's assignment,2022
14689,2022-06-26,COLA,"RC, for one",2022
14690,2022-06-26,UOFA,"Fayetteville school, informally",2022
14691,2022-06-26,YPSI,"City that neighbors Ann Arbor, for short",2022
14692,2022-06-26,BEVERLYHILLSCOUP,Rodeo Drive uprising?,2022
14693,2022-06-26,MONAE,"Janelle of ""Moonlight""",2022
14694,2022-06-26,EAU,Loire contents,2022
14695,2022-06-26,EACH,Per person,2022
14696,2022-06-26,PANTSLABYRINTH,Twisted jeans legs?,2022
14697,2022-06-26,ISLAM,Religion of the Maldives,2022
14698,2022-06-26,ETHOS,Mission statement's inspiration,2022
14699,2022-06-26,DUE,Expected,2022
14700,2022-06-26,CAROMS,Bounces around a pool table,2022
14701,2022-06-26,OGRE,"Antagonist in ""Hop-o'-My-Thumb""",2022
14702,2022-06-26,TEA,Drink with crumpets,2022
14703,2022-06-26,DOSAS,South Asian crepes,2022
14704,2022-06-26,ELATE,Thrill,2022
14705,2022-06-26,BMW,Mini manufacturer,2022
14706,2022-06-26,ESTADO,"Chihuahua, por ejemplo",2022
14707,2022-06-26,THIGHFIDELITY,Staunch dedication to one's upper leg exercise routine?,2022
14708,2022-06-26,PERU,Country whose name together with its capital city has only eight letters,2022
14709,2022-06-26,MOO,[I'm a cow!],2022
14710,2022-06-26,DEMO,Take for a spin,2022
14711,2022-06-26,JURASSICPARKA,Winter wear for a stegosaurus?,2022
14712,2022-06-26,DOUBTS,"""I have my ___""",2022
14713,2022-06-26,GET,Understand,2022
14714,2022-06-26,FATAH,Palestinian political party,2022
14715,2022-06-26,NARCS,Some feds,2022
14716,2022-06-26,OOH,"""Look, fireworks!""",2022
14717,2022-06-26,REEF,Diver's destination,2022
14718,2022-06-26,LAMAZE,Labor class?,2022
14719,2022-06-26,LGA,Airport code for a Delta hub,2022
14720,2022-06-26,GLOBE,It's a small world,2022
14721,2022-06-26,UPSET,Bracket buster's victory,2022
14722,2022-06-26,BRIDGEOFSPIKES,Tire-puncturing way across a river?,2022
14723,2022-06-26,AREA,Region,2022
14724,2022-06-26,ONO,Musician whose name sounds like an exclamation,2022
14725,2022-06-26,EATME,Message written on a Wonderland cake,2022
14726,2022-06-26,THISISSPINALTAPE,Introduction to a chiropractor's makeshift toolkit?,2022
14727,2022-06-26,MAXI,Ankle-length dress,2022
14728,2022-06-26,AUDI,First automaker to conduct crash tests (1938),2022
14729,2022-06-26,STAT,E.R. imperative,2022
14730,2022-06-26,FOCI,Pair in an ellipse,2022
14731,2022-06-26,DAKAR,Capital on the Atlantic,2022
14732,2022-06-26,THEBLAIRSWITCHPROJECT,Campaign to convince British P.M. Tony to change parties?,2022
14733,2022-06-26,SALTY,"Like sailors' language, stereotypically",2022
14734,2022-06-26,AMTRAK,Operator of the Valley Flyer and Coast Starlight,2022
14735,2022-06-26,EXHORT,Urge strongly,2022
14736,2022-06-26,LEES,Wranglers alternative,2022
14737,2022-06-26,EARN,Make,2022
14738,2022-06-26,TSARS,Rulers until 1917,2022
14739,2022-06-26,STETSONHAT,Top of a range?,2022
14740,2022-06-26,EASEINTO,Enter smoothly,2022
14741,2022-06-26,PRIM,Proper partner?,2022
14742,2022-06-26,TEL,Number on a bus. card,2022
14743,2022-06-26,ADELE,First songwriter to win an Oscar for a James Bond theme,2022
14744,2022-06-26,STEERER,One in the driver's seat,2022
14745,2022-06-26,LOO,Head of Eton?,2022
14746,2022-06-26,IMF,Global finance org.,2022
14747,2022-06-26,PITCH,Word before or after perfect,2022
14748,2022-06-26,OGLALA,Tribe whose flag features a circle of tepees on a red background,2022
14749,2022-06-26,ALA,French menu word,2022
14750,2022-06-26,SOMUCHSO,To such an extent (that),2022
14751,2022-06-26,"court judge legal crime case""","Game with a card that might say ""Lawyer",2022
14752,2022-06-26,SHIPMATES,"Swabs, say",2022
14753,2022-06-26,ACNE,Target for salicylic acid,2022
14754,2022-06-26,CHOI,"Fourth-most common surname in Korea (after Kim, Lee and Park)",2022
14755,2022-06-26,TOFU,Stinky ___ (popular Chinese street food),2022
14756,2022-06-26,THY,"""Your"" of yore",2022
14757,2022-06-26,NAV,___ system (GPS device),2022
14758,2022-06-26,ELLE,Vogue rival,2022
14759,2022-06-26,SAP,April fool target,2022
14760,2022-06-26,BEL,___ Paese cheese,2022
14761,2022-06-26,LAIC,Secular,2022
14762,2022-06-26,YUNA,"One-named singer with the 2016 hit ""Crush""",2022
14763,2022-06-26,SCI,High school dept.,2022
14764,2022-06-26,ASS,Follower of smart or wise,2022
14765,2022-06-26,PETE,Comic Davidson,2022
14766,2022-06-26,ADO,Big whoop,2022
14767,2022-06-26,BUST,"Go over 21, say",2022
14768,2022-06-26,YEAH,"""What she said""",2022
14769,2022-06-26,TREF,Nonkosher,2022
14770,2022-06-26,HOLI,Hindu Festival of Colors,2022
