,crossword_date,answers,clues,crossword_year,day_of_week
113461,2018-09-28,BRIT,"One who's ""knackered"" when exhausted, informally",2018,Friday
113381,2018-09-27,RXS,"Scripts, informally",2018,Thursday
113311,2018-09-26,BONEUP,"Study, informally",2018,Wednesday
113293,2018-09-26,GAT,"Gang pistol, in old slang",2018,Wednesday
113656,2018-09-30,TALLBOYS,"16-ounce beers, slangily",2018,Sunday
113631,2018-09-30,POLYSCI,"Government study, informally",2018,Sunday
113686,2018-10-01,ROOS,"Down Under hoppers, informally",2018,Monday
112949,2018-09-22,ZIN,"Wine shop offering, informally",2018,Saturday
113009,2018-09-23,OXY,"Houston-based petroleum giant, informally",2018,Sunday
112981,2018-09-23,NIMROD,"Idiot, in slang",2018,Sunday
112810,2018-09-20,GUAC,"Some dip, informally",2018,Thursday
113158,2018-09-24,RAGTOP,"Convertible, in slang",2018,Monday
113217,2018-09-25,ABS,"Muscles in sit-ups, informally",2018,Tuesday
113048,2018-09-23,ADS,"Scores after deuces, informally",2018,Sunday
113042,2018-09-23,DEMOED,"Showed, informally",2018,Sunday
110819,2018-08-27,FAVE,"Top choice, informally",2018,Monday
110697,2018-08-26,ALFA,"Italian car, informally",2018,Sunday
110676,2018-08-26,UMP,"One at home, informally",2018,Sunday
110680,2018-08-26,NOLA,"Bourbon Street's locale, informally",2018,Sunday
110156,2018-08-19,IVORIES,"Some keys, informally",2018,Sunday
110206,2018-08-20,PHAT,"Excellent, informally",2018,Monday
110272,2018-08-21,COPTER,"""M*A*S*H"" transport, informally",2018,Tuesday
111773,2018-09-08,PIX,"Movies, informally",2018,Saturday
111702,2018-09-07,ALT,"Not mainstream, informally",2018,Friday
111064,2018-08-30,ADULTING,"Doing grown-up things, in modern lingo",2018,Thursday
111065,2018-08-30,ADORKABLE,"Endearingly awkward, in slang",2018,Thursday
111050,2018-08-30,BUTTLOAD,"Whole lot, slangily",2018,Thursday
111300,2018-09-02,LOCAL,"Suitable for a dieter, informally",2018,Sunday
111190,2018-09-01,NOTHINGBURGER,"Overhyped event, in slang",2018,Saturday
141481,2019-09-01,POSTBAC,"Program starting with the fifth year of college, informally",2019,Sunday
141391,2019-08-31,MEDS,"Cabinetful, informally",2019,Saturday
141426,2019-09-01,HITJOBS,"Takedown pieces, slangily",2019,Sunday
141419,2019-09-01,BOOKREC,"Suggestion for a reading circle, informally",2019,Sunday
141601,2019-09-02,GUAC,"Avocado dip, informally",2019,Monday
141349,2019-08-31,EENY,"Wee, informally",2019,Saturday
141376,2019-08-31,TREX,"Apex predator of old, informally",2019,Saturday
141909,2019-09-06,CLEO,"Title female role in Shakespeare, informally",2019,Friday
142086,2019-09-08,SESH,"Period of group activity, slangily",2019,Sunday
142077,2019-09-08,TRAP,"Mouth, slangily",2019,Sunday
141655,2019-09-03,WOULDA,"Intended to, informally",2019,Tuesday
140501,2019-08-20,BFFS,"Closest of pals, informally",2019,Tuesday
140458,2019-08-20,ZITS,"Concerns for a dermatologist, informally",2019,Tuesday
140454,2019-08-20,STPADDY,"March parade honoree, colloquially",2019,Tuesday
140985,2019-08-26,INSTA,"Photo-sharing app, colloquially",2019,Monday
141008,2019-08-26,EXPAT,"Person living abroad, informally",2019,Monday
140733,2019-08-23,COPTO,"Admit, slangily",2019,Friday
140718,2019-08-23,THO,"While, informally",2019,Friday
140910,2019-08-25,TAKE,"Opinion, informally",2019,Sunday
140900,2019-08-25,ROTH,"Retirement account option, informally",2019,Sunday
143501,2019-09-25,SAX,"Charlie Parker's instrument, informally",2019,Wednesday
143125,2019-09-21,ERGS,"Rowers' workout machines, informally",2019,Saturday
143047,2019-09-20,SOCAL,"Home of the Big Bear ski resort, informally",2019,Friday
143757,2019-09-29,SUDS,"Beer, slangily",2019,Sunday
143518,2019-09-25,BAIL,"Abandon an effort, in slang",2019,Wednesday
143713,2019-09-28,ENFUEGO,"Really hot, in slang",2019,Saturday
143682,2019-09-28,PURTY,"Attractive, colloquially",2019,Saturday
142400,2019-09-12,BARBQS,"Some Labor Day events, informally",2019,Thursday
142444,2019-09-13,BIOS,"Playbill section, informally",2019,Friday
142104,2019-09-08,IDED,"Tagged, informally",2019,Sunday
142296,2019-09-11,RANDR,"Time off, informally",2019,Wednesday
142867,2019-09-17,TERP,"Maryland collegian, informally",2019,Tuesday
142801,2019-09-17,RIO,"Carnival city, informally",2019,Tuesday
142717,2019-09-16,SPECS,"Design details, informally",2019,Monday
137628,2019-07-17,HOLLA,"Give a casual greeting, in modern lingo",2019,Wednesday
137637,2019-07-17,ACES,"Terrific, in dated slang",2019,Wednesday
137446,2019-07-14,ITPRO,"Computer guru, informally",2019,Sunday
138188,2019-07-23,SUPE,"Apartment building V.I.P., in slang",2019,Tuesday
138171,2019-07-23,TUT,"Famed child ruler, informally",2019,Tuesday
138304,2019-07-25,SNEAKS,"Gym pair, informally",2019,Thursday
138214,2019-07-24,ORANG,"Long-armed zoo animal, informally",2019,Wednesday
137915,2019-07-21,OTOH,"""However,"" in textspeak",2019,Sunday
137862,2019-07-20,JANK,"Of very poor quality, in modern slang",2019,Saturday
137855,2019-07-20,TIX,"Passes, slangily",2019,Saturday
138050,2019-07-22,RIO,"South America's Carnaval city, informally",2019,Monday
136700,2019-07-06,GUAC,"Taqueria order, informally",2019,Saturday
136522,2019-07-03,GEES,"Thousands of dollars, in slang",2019,Wednesday
136441,2019-07-02,CNOTE,"$100 bill, in slang",2019,Tuesday
136629,2019-07-05,PHARMAREP,"One making a living by pushing drugs, informally",2019,Friday
137210,2019-07-12,TRI,"Arm muscle, informally",2019,Friday
137287,2019-07-13,MERCH,"Goods, slangily",2019,Saturday
137283,2019-07-13,CHITOWN,"Home of Millennium Park, informally",2019,Saturday
137279,2019-07-13,CALI,"Only place in the U.S. to host both the Summer and Winter Olympics, informally",2019,Saturday
136922,2019-07-08,MAYO,"Hellmann's product, informally",2019,Monday
136938,2019-07-08,GOONY,"Foolish, informally",2019,Monday
137115,2019-07-10,AFTS,"When soap operas usually air, informally",2019,Wednesday
139577,2019-08-10,OPPS,"Enemies, in slang",2019,Saturday
139567,2019-08-10,TURNT,"Drunk, in modern slang",2019,Saturday
139615,2019-08-10,SUPE,"Person whom people take their complaints to, informally",2019,Saturday
139729,2019-08-11,BIGD,"Cowboy's home, informally",2019,Sunday
139645,2019-08-11,THEY,"Place to swim or work out, informally",2019,Sunday
139481,2019-08-08,TATS,"Some parlor designs, informally",2019,Thursday
139435,2019-08-08,BIO,"Class for a physiology major, informally",2019,Thursday
139407,2019-08-07,BEEMER,"Certain German wheels, informally",2019,Wednesday
139817,2019-08-12,GITMO,"U.S. base in 28-Down, informally",2019,Monday
139808,2019-08-12,LUBE,"Auto maintenance job, informally",2019,Monday
139826,2019-08-12,TREX,"Image in the ""Jurassic Park"" logo, informally",2019,Monday
138615,2019-07-29,EXPO,"Large fair, informally",2019,Monday
138732,2019-07-30,BDAYS,"They're almost always shared by twins, informally",2019,Tuesday
138679,2019-07-29,ZINES,"Fan publications, informally",2019,Monday
138340,2019-07-25,TOTES,"Completely, in modern lingo",2019,Thursday
138359,2019-07-26,TBILL,"One maturing quickly, informally",2019,Friday
139033,2019-08-03,AAONLINE,"Web-based recovery program, informally",2019,Saturday
139256,2019-08-05,AGAME,"Best effort, informally",2019,Monday
139142,2019-08-04,ITPRO,"Person who helps with a crash, informally",2019,Sunday
138893,2019-08-01,UKES,"Some of them come in ""pineapple"" and ""soprano"" varieties, informally",2019,Thursday
139019,2019-08-03,WAGONS,"Alternatives to S.U.V.s, informally",2019,Saturday
138927,2019-08-02,GUNS,"Big biceps, in slang",2019,Friday
149037,2019-12-01,VAX,"Preventive medicine, slangily",2019,Sunday
149070,2019-12-01,ORPHAN,"Unmatched sock, informally",2019,Sunday
148775,2019-11-28,FLY,"Cool-looking, in slang",2019,Thursday
148952,2019-12-01,REPO,"Possible result of late payments, informally",2019,Sunday
148946,2019-12-01,UCONN,"Home of the Huskies, informally",2019,Sunday
149476,2019-12-07,COMMISH,"League leader, informally",2019,Saturday
149468,2019-12-07,CIGS,"Most actors don't hold real ones, informally",2019,Saturday
149549,2019-12-08,MYB,"""I messed up,"" in slang",2019,Sunday
149278,2019-12-04,REC,"College app attachment, informally",2019,Wednesday
149224,2019-12-03,ABES,"$5 bills, slangily",2019,Tuesday
149242,2019-12-04,TREXES,"Big displays at natural history museums, informally",2019,Wednesday
149400,2019-12-06,HIPPO,"Source of illegal ivory, informally",2019,Friday
148112,2019-11-20,MITT,"Hand, informally",2019,Wednesday
148109,2019-11-20,CALC,"High-level math, informally",2019,Wednesday
148035,2019-11-19,DTS,"Chronic drinker's ailment, informally",2019,Tuesday
148030,2019-11-19,BLEEDER,"Grounder that squeezes between two infielders, in baseball slang",2019,Tuesday
148054,2019-11-19,SOPH,"10th grader, informally",2019,Tuesday
148176,2019-11-21,DITCH,"Abandon, informally",2019,Thursday
147861,2019-11-17,LOTSA,"Much, informally",2019,Sunday
147830,2019-11-17,TUDES,"Chip-on-one's-shoulder outlooks, in slang",2019,Sunday
147904,2019-11-17,URBS,"Metro areas, informally",2019,Sunday
148593,2019-11-26,REDO,"Second attempt, informally",2019,Tuesday
148525,2019-11-25,BIS,"Muscles used in pull-ups, informally",2019,Monday
148676,2019-11-27,NOOBS,"Inexperienced gamers, in slang",2019,Wednesday
148308,2019-11-22,GOOFUS,"Stupid person, in slang",2019,Friday
148446,2019-11-24,PENN,"Campus abutting Drexel, informally",2019,Sunday
148467,2019-11-24,SPLICE,"Get married, in slang",2019,Sunday
150878,2019-12-23,DIS,"Insult, slangily",2019,Monday
151039,2019-12-25,OTOH,"""However ...,"" in texts",2019,Wednesday
150690,2019-12-21,UCONN,"School 50 miles west of Brown, informally",2019,Saturday
150683,2019-12-21,TRI,"Arm muscle, informally",2019,Saturday
150652,2019-12-21,SQUADGOALS,"Clique's aspirations, in modern lingo",2019,Saturday
151531,2019-12-31,TEAMCOCO,"Fans of Conan O'Brien, colloquially",2019,Tuesday
149700,2019-12-09,MAVS,"Dallas N.B.A. team, informally",2019,Monday
150601,2019-12-20,DEMS,"Left side, informally",2019,Friday
150541,2019-12-19,SVU,"Popular crime show spinoff, informally",2019,Thursday
150530,2019-12-19,MEANMUGS,"Glares sourly at, in modern lingo",2019,Thursday
150214,2019-12-15,TWINKILLING,"Baseball double play, in slang ... or a hint to understanding the 12 Across answers that have circles",2019,Sunday
150210,2019-12-15,TECH,"Fortune 500 category, informally",2019,Sunday
150147,2019-12-15,NOODLE,"Brain, slangily",2019,Sunday
150358,2019-12-17,READS,"Books, informally",2019,Tuesday
150290,2019-12-16,HEADDESK,"Physical expression of frustration, in modern lingo",2019,Monday
145376,2019-10-18,ITEN,"Main lower artery, informally",2019,Friday
145353,2019-10-18,RANDR,"Goal of a vacation, informally",2019,Friday
144990,2019-10-13,SUPE,"School district higher-up, informally",2019,Sunday
144969,2019-10-13,AGAME,"Best competitive performance, informally",2019,Sunday
145128,2019-10-15,EAT,"Accept as a loss, informally",2019,Tuesday
145077,2019-10-14,PERM,"Long-lasting hair wave, informally",2019,Monday
145086,2019-10-14,DIS,"Criticize, in slang",2019,Monday
145728,2019-10-22,DOG,"Frankfurter, informally",2019,Tuesday
145705,2019-10-22,IDED,"Carded, informally",2019,Tuesday
145486,2019-10-20,TINHATS,"Paranoid types, slangily",2019,Sunday
145480,2019-10-20,BITES,"Responses to an offer, colloquially",2019,Sunday
145544,2019-10-20,ITSY,"Minuscule, informally",2019,Sunday
144315,2019-10-05,NOLA,"Home of The Times-Picayune, informally",2019,Saturday
144213,2019-10-04,UTNE,"Alternative media magazine, informally",2019,Friday
144767,2019-10-11,MCS,"Presenters' presenters, informally",2019,Friday
144754,2019-10-10,ROOS,"Down Under jumpers, informally",2019,Thursday
144873,2019-10-12,FANFIC,"Amateur work based on existing characters, informally",2019,Saturday
144866,2019-10-12,BENT,"Corrupt, in British slang",2019,Saturday
144487,2019-10-07,EXACTO,"""Right,"" slangily",2019,Monday
144652,2019-10-09,JLO,"Star of 2019's ""Hustlers,"" informally",2019,Wednesday
144693,2019-10-10,BADRAP,"Unjustified criticism, in slang",2019,Thursday
144596,2019-10-08,DRE,"""The Chronic"" rapper, informally",2019,Tuesday
147140,2019-11-08,DRE,"Producer of Eminem's ""The Eminem Show,"" informally",2019,Friday
147107,2019-11-08,STAN,"Extreme devotee, in modern lingo",2019,Friday
147186,2019-11-09,BAMA,"Nine-time winner of the Sugar Bowl, informally",2019,Saturday
146944,2019-11-05,COP,"Steal, in slang",2019,Tuesday
147052,2019-11-07,MRSC,"""Happy Days"" character played by Marion Ross, informally",2019,Thursday
146994,2019-11-06,STANS,"Set of seven Asian countries, informally",2019,Wednesday
147637,2019-11-14,NOM,"Recognition for an actor, informally",2019,Thursday
147545,2019-11-13,URB,"City, informally",2019,Wednesday
147567,2019-11-13,BAG,"Abandon, in slang",2019,Wednesday
147580,2019-11-13,HEP,"Wise (to), in dated slang",2019,Wednesday
147736,2019-11-15,IMING,"Online back-and-forth, informally",2019,Friday
147762,2019-11-16,BITSY,"Diminutive, informally",2019,Saturday
147379,2019-11-11,STPAT,"March 17 honoree, informally",2019,Monday
147501,2019-11-12,BURB,"Where many a commuter lives, informally",2019,Tuesday
147530,2019-11-13,SPEX,"Eyewear, informally",2019,Wednesday
147466,2019-11-12,TATS,"Lots of ink, in slang",2019,Tuesday
147463,2019-11-12,ANTHRO,"College course in one of the social sciences, informally",2019,Tuesday
146197,2019-10-28,CARB,"Paleo diet restriction, informally",2019,Monday
146334,2019-10-29,KICKS,"Shoes, in slang",2019,Tuesday
145961,2019-10-25,LBOMB,"Something that might be ""dropped"" prematurely in a relationship, in slang",2019,Friday
145977,2019-10-25,ITSY,"Small, informally",2019,Friday
145918,2019-10-24,PHAT,"Totally dope, in dated slang",2019,Thursday
146078,2019-10-27,SORTA,"To a certain extent, colloquially",2019,Sunday
146102,2019-10-27,FEELME,"""Ya dig?,"" in more modern slang",2019,Sunday
146579,2019-11-02,AMILLI,2008 Lil Wayne hit whose title is slang for lots of money,2019,Saturday
126275,2019-03-02,SAMS,"Costco competitor, informally",2019,Saturday
126439,2019-03-04,DEMOED,"Brought out to show, informally",2019,Monday
126435,2019-03-04,BMINORMASS,"Bach masterpiece, informally",2019,Monday
126392,2019-03-03,MOJO,"Self-confidence, informally",2019,Sunday
126407,2019-03-03,WISEUPTO,"Figure out, informally",2019,Sunday
126110,2019-02-28,DAMN,"Very, informally",2019,Thursday
126013,2019-02-27,PERP,"One who gets booked, informally",2019,Wednesday
126053,2019-02-27,WAY,"Extremely, informally",2019,Wednesday
126216,2019-03-01,ROLLS,"British luxury car, informally",2019,Friday
126794,2019-03-08,CARBS,"Pasta and such, informally",2019,Friday
126815,2019-03-09,MIL,"Significant investment, informally",2019,Saturday
126858,2019-03-09,MCING,"Running the show, informally",2019,Saturday
126550,2019-03-05,NOOB,"Inexperienced gamer, in slang",2019,Tuesday
126517,2019-03-05,RELO,"Potential new job requirement, informally",2019,Tuesday
125321,2019-02-18,PERM,"Request at a hair salon, informally",2019,Monday
125444,2019-02-20,HEP,"Cool, in dated slang",2019,Wednesday
125125,2019-02-17,PARM,"Veal topper, informally",2019,Sunday
125092,2019-02-16,MANSCAPING,"One use for hair clippers, in modern lingo",2019,Saturday
125853,2019-02-25,SWIPE,"Steal, informally",2019,Monday
125819,2019-02-24,TPS,"Pranks, in a way, informally",2019,Sunday
125555,2019-02-21,IROC,"Classic Camaro, informally",2019,Thursday
125562,2019-02-21,TIX,"Two for the show, informally?",2019,Thursday
125659,2019-02-23,ADDS,"New contacts, informally",2019,Saturday
128147,2019-03-24,PRAT,"Idiot, in British slang",2019,Sunday
128194,2019-03-25,MAMMAS,"Mothers, informally",2019,Monday
128317,2019-03-26,BAE,"Sweetheart, in modern slang",2019,Tuesday
127907,2019-03-21,ALUM,"Many a university donor, informally",2019,Thursday
128707,2019-03-31,EARGASM,"Tremendous auditory pleasure, in slang",2019,Sunday
128635,2019-03-31,SLUNK,"Moved stealthily, colloquially",2019,Sunday
128626,2019-03-30,RES,"Diner's booking, slangily",2019,Saturday
128766,2019-03-31,NOB,"Head, in slang",2019,Sunday
128525,2019-03-29,TMAN,"Speakeasy investigator, informally",2019,Friday
127205,2019-03-13,SWEAT,"Worry about, informally",2019,Wednesday
127197,2019-03-13,DATED,"Like the slang ""da bomb"" and ""tubular, man!""",2019,Wednesday
127225,2019-03-13,SHAQ,"N.B.A. Hall-of-Famer with four rap albums, informally",2019,Wednesday
127409,2019-03-16,VEG,"Loll around, in slang",2019,Saturday
127343,2019-03-15,PBR,"Inexpensive beer, informally",2019,Friday
126963,2019-03-10,ZAP,"Throw in the microwave, slangily",2019,Sunday
127147,2019-03-12,ALUM,"Homecoming returnee, informally",2019,Tuesday
127183,2019-03-13,THEY,"Place to go to swim, informally",2019,Wednesday
127749,2019-03-19,RUGS,"Toupees, in slang",2019,Tuesday
127698,2019-03-19,BACKUPQB,"Substitute for Tom Brady or Aaron Rodgers, informally [16,17]",2019,Tuesday
127873,2019-03-21,MAV,"Western Conference player, informally",2019,Thursday
127506,2019-03-17,REP,"Good name, informally",2019,Sunday
127616,2019-03-18,DEETS,"Particulars, in slang",2019,Monday
127633,2019-03-18,PEKE,"Chinese lap dog, informally",2019,Monday
127640,2019-03-18,KTOWN,"Neighborhood to get kimchi and bibimbap, informally",2019,Monday
127561,2019-03-17,STACHE,"Part of a Vandyke, informally",2019,Sunday
127590,2019-03-17,INDY,"Midwest capital, informally",2019,Sunday
122549,2019-01-16,SICK,"Really cool, in slang",2019,Wednesday
122554,2019-01-16,LABTECH,"Research assistant, informally",2019,Wednesday
122504,2019-01-15,IMS,"Some digital chats, informally",2019,Tuesday
122589,2019-01-16,ZIT,"Benzoyl peroxide target, informally",2019,Wednesday
122230,2019-01-13,AMEX,"Company with a Roman centurion logo, informally",2019,Sunday
122350,2019-01-13,KISSOFF,"Dismissal, slangily",2019,Sunday
122373,2019-01-14,KINDA,"Rather, informally",2019,Monday
123006,2019-01-21,HELLA,"Very, slangily",2019,Monday
122994,2019-01-21,HITTHEHAY,"Go to bed, informally",2019,Monday
123039,2019-01-22,ADREPS,"Media sales team, informally",2019,Tuesday
123032,2019-01-22,STPETE,"Guinness record holder for the U.S. city with the most consecutive days of sun (768), informally",2019,Tuesday
122961,2019-01-21,HEMI,"Hot-rod engine, informally",2019,Monday
122797,2019-01-19,ROE,"Landmark 1970s Supreme Court case, informally",2019,Saturday
122837,2019-01-20,TBONDS,"30-year investments, informally",2019,Sunday
122871,2019-01-20,COACHK,"Duke basketball legend, informally",2019,Sunday
121676,2019-01-06,CUPOJOE,"Morning fix, slangily",2019,Sunday
121308,2019-01-01,BOD,"What's shaped at the gym, informally",2019,Tuesday
121318,2019-01-01,BEANER,"Pitch to the head, informally",2019,Tuesday
122201,2019-01-12,SEZ,"States, informally",2019,Saturday
122108,2019-01-11,PFUNK,"Music style associated with George Clinton, informally",2019,Friday
123167,2019-01-23,LAV,"Washroom, informally",2019,Wednesday
121810,2019-01-07,ELROPO,"Cheap cigar, slangily",2019,Monday
121943,2019-01-09,IDS,"Face cards, informally?",2019,Wednesday
121901,2019-01-08,BANDB,"Cozy accommodations for a traveler, informally",2019,Tuesday
124400,2019-02-08,BFFS,"Lifelong pals, slangily",2019,Friday
124576,2019-02-10,COZ,"Family reunion attendee, informally",2019,Sunday
124180,2019-02-05,LUBE,"Grease, informally",2019,Tuesday
124178,2019-02-05,HAMMY,"Leg muscle, in sports slang",2019,Tuesday
124134,2019-02-04,SPUD,"Potato, informally",2019,Monday
124305,2019-02-06,DIYER,"One practicing self-help, informally",2019,Wednesday
124333,2019-02-07,TAKESTWOTOTANGO,"""No one can get in a fight by himself,"" informally",2019,Thursday
125035,2019-02-15,WINATLIFE,"Be successful, informally",2019,Friday
124956,2019-02-14,IMO,"""Methinks,"" in texts",2019,Thursday
124783,2019-02-12,ICE,"Diamonds, slangily",2019,Tuesday
123408,2019-01-27,APTEST,"Exam scored on a scale of 1 to 5, informally",2019,Sunday
123616,2019-01-29,MAX,"Upper extreme, informally",2019,Tuesday
123244,2019-01-24,REC,"Supporting letter, informally",2019,Thursday
123390,2019-01-27,ETS,"Venusians, e.g., informally",2019,Sunday
123315,2019-01-25,DIS,"Slight, informally",2019,Friday
123316,2019-01-25,PARA,"Law firm aide, informally",2019,Friday
123322,2019-01-26,SCRIPS,"Pharmacy pickups, informally",2019,Saturday
123728,2019-01-30,FRATROW,"Home to many Greeks, informally",2019,Wednesday
123850,2019-02-01,UPTHEWAZOO,"In excess, in slang",2019,Friday
133907,2019-06-02,MONDO,"Very, in slang",2019,Sunday
134013,2019-06-03,POL,"One running for office, informally",2019,Monday
133681,2019-05-30,HOMEEC,"Class with ranges, informally",2019,Thursday
133808,2019-06-01,BURB,"Start of many a morning commute, informally",2019,Saturday
133722,2019-05-31,FAM,"Group of close friends, in modern slang",2019,Friday
134399,2019-06-08,DEVELOPMENTHELL,"Long gestation for a film, informally",2019,Saturday
134332,2019-06-07,ADULTING,"Doing grown-up things, in modern lingo",2019,Friday
134127,2019-06-04,MCING,"Host's task, informally",2019,Tuesday
134182,2019-06-05,DEF,"Surely, informally",2019,Wednesday
132959,2019-05-21,GYMRAT,"One doing heavy lifting, informally?",2019,Tuesday
132978,2019-05-22,CABIT,"Take a taxi, informally",2019,Wednesday
132974,2019-05-22,MOJO,"Air of confidence, in slang",2019,Wednesday
132877,2019-05-20,OTOH,"""Alternatively ...,"" in texts",2019,Monday
133098,2019-05-23,PJS,"Attire not usually worn outdoors, informally",2019,Thursday
132696,2019-05-19,MOOK,"Incompetent sort, slangily",2019,Sunday
132687,2019-05-19,BRAH,"Male buddy, in slang",2019,Sunday
132838,2019-05-20,ECIG,"Vaping device, informally",2019,Monday
132841,2019-05-20,DEBS,"Belles at balls, informally",2019,Monday
132850,2019-05-20,TEC,"Sleuth, in slang",2019,Monday
133179,2019-05-24,TIX,"Passes, informally",2019,Friday
133171,2019-05-24,REDCHINA,"Cold War opponent, informally",2019,Friday
133196,2019-05-24,TEC,"Sam Spade, e.g., informally",2019,Friday
135543,2019-06-22,ROOS,"They're all over Down Under, informally",2019,Saturday
135512,2019-06-22,MOMA,"Home to Matisse, Mondrian and Monet, informally",2019,Saturday
135634,2019-06-23,SMARTIES,"Geniuses, informally",2019,Sunday
136284,2019-06-30,SPOSE,"Reckon, informally",2019,Sunday
136348,2019-07-01,SHAQ,"Basketball's O'Neal, informally",2019,Monday
136031,2019-06-28,REC,"Fun and games, informally",2019,Friday
136021,2019-06-28,PEEPERS,"Eyes, slangily",2019,Friday
135983,2019-06-27,STAB,"Attempt, informally",2019,Thursday
135978,2019-06-27,NOIR,"Some detective fiction, informally",2019,Thursday
135990,2019-06-27,YAS,"""___ queen!"" (slangy affirmative)",2019,Thursday
136175,2019-06-30,GUN,"Bulging bicep, in slang",2019,Sunday
136169,2019-06-30,SORTA,"Somewhat, slangily",2019,Sunday
136157,2019-06-29,XTC,"Club drug, informally",2019,Saturday
136088,2019-06-29,SUGARMAMA,"Woman who spends money on a younger lover, in modern lingo",2019,Saturday
134878,2019-06-14,PREGGO,"Expecting, slangily",2019,Friday
134862,2019-06-13,HYPOS,"Big shots at a hospital, informally?",2019,Thursday
134818,2019-06-13,SAYHI,"Greet someone, informally",2019,Thursday
134992,2019-06-15,DIS,"Burn, in slang",2019,Saturday
134882,2019-06-14,PED,"One on foot, informally",2019,Friday
134908,2019-06-14,HARDPASS,"Definite no, informally",2019,Friday
134923,2019-06-14,MARG,"Tequila cocktail, in slang",2019,Friday
134552,2019-06-09,GASSER,"Hilarious joke, in slang",2019,Sunday
134537,2019-06-09,NOB,"Head, slangily",2019,Sunday
135059,2019-06-16,FIVEO,"Police, slangily",2019,Sunday
135186,2019-06-17,IMO,"""I think,"" in textspeak",2019,Monday
135182,2019-06-17,HOT,"Like a thief's loot, slangily",2019,Monday
135161,2019-06-17,PIC,"Instagram upload, informally",2019,Monday
130132,2019-04-17,JAM,"Song one loves, in modern slang",2019,Wednesday
129826,2019-04-14,TKOS,"Bout enders, informally",2019,Sunday
130732,2019-04-24,DEMS,"Pelosi and Schumer, informally",2019,Wednesday
130348,2019-04-20,EMAG,"Salon, e.g., informally",2019,Saturday
130366,2019-04-21,PBANDJ,"Something that might be packed with juice, informally",2019,Sunday
130408,2019-04-21,UPS,"Big ___ (praise, slangily)",2019,Sunday
130438,2019-04-21,TRIB,"Chicago paper, informally",2019,Sunday
130423,2019-04-21,STRINE,"Broad Australian accent, informally",2019,Sunday
129149,2019-04-06,NUTSABOUT,"Enamored of, informally",2019,Saturday
129172,2019-04-06,ITSY,"Minute, informally",2019,Saturday
129198,2019-04-06,FLAM,"Deception, informally",2019,Saturday
129214,2019-04-07,LIT,"Exciting, in modern lingo",2019,Sunday
129233,2019-04-07,SEZ,"States, informally",2019,Sunday
128906,2019-04-02,REHAB,"Where one might kick a habit, informally",2019,Tuesday
128973,2019-04-03,NOM,"Bit of Oscar recognition, informally",2019,Wednesday
129635,2019-04-11,UOFA,"Tucson school, informally",2019,Thursday
129649,2019-04-12,TOTES,"Utterly, in modern slang",2019,Friday
129564,2019-04-10,NFLER,"A Lion, but not a Tiger, informally",2019,Wednesday
129390,2019-04-08,PIX,"Photos, informally",2019,Monday
129443,2019-04-09,STEED,"Info, informally / Spirited mount",2019,Tuesday
129451,2019-04-09,SETIN,"Arrive, as a cold front / Evenings, informally",2019,Tuesday
131940,2019-05-09,NOIRS,"Gritty films, informally",2019,Thursday
132040,2019-05-11,TRIPS,"Great Texas hold 'em hand, informally",2019,Saturday
131747,2019-05-06,TUX,"Men's formal attire, informally",2019,Monday
131733,2019-05-06,ADREPS,"Ones selling commercial time, informally",2019,Monday
132587,2019-05-17,SPUD,"Bubble and squeak ingredient, slangily",2019,Friday
132398,2019-05-14,STAN,"Obsessive fan, in modern slang",2019,Tuesday
132289,2019-05-13,RANDR,"Time off, informally",2019,Monday
132323,2019-05-13,TMI,"""That's overly explicit,"" in textspeak",2019,Monday
131063,2019-04-28,SEETHRU,"Transparent, informally",2019,Sunday
131091,2019-04-28,TEN,"Attractive person, informally",2019,Sunday
131024,2019-04-28,LOOKER,"Attractive person, informally",2019,Sunday
130789,2019-04-25,EENSY,"Minuscule, informally",2019,Thursday
130862,2019-04-26,SAUSAGEDOG,"Pet with short legs and a long body, slangily",2019,Friday
131511,2019-05-04,ATEST,"Big bang source, informally",2019,Saturday
131560,2019-05-05,SHADE,"Veiled criticism, in slang",2019,Sunday
131474,2019-05-04,THE4TH,"U.S. Independence Day, informally",2019,Saturday
131644,2019-05-05,IOU,"Marker, informally",2019,Sunday
131631,2019-05-05,UMPS,"Ones making calls, informally",2019,Sunday
131313,2019-05-01,VRGAME,"Something that requires a special headset to play, informally",2019,Wednesday
131231,2019-04-30,GUAC,"Green chip dip, informally",2019,Tuesday
131219,2019-04-30,FAKEDEEP,"Pretentious, in modern lingo",2019,Tuesday
131331,2019-05-02,CITI,"Big Four bank, informally",2019,Thursday
131382,2019-05-02,BIBI,"Israel's Netanyahu, informally",2019,Thursday
171822,2020-08-31,RAGER,"Wild party, in slang",2020,Monday
171849,2020-09-01,BUTHEY,"""Nevertheless ...,"" informally",2020,Tuesday
171875,2020-09-01,FBPOSTS,"Social media things that can be liked, informally",2020,Tuesday
171790,2020-08-31,RASTA,"Believer in Jah, informally",2020,Monday
171804,2020-08-31,SYNC,"Align, informally",2020,Monday
171945,2020-09-02,ZAS,"Some pepperoni orders, informally",2020,Wednesday
171921,2020-09-02,ZEROG,"Space force, informally",2020,Wednesday
171759,2020-08-31,TIL,"Up to, informally",2020,Monday
171753,2020-08-31,DIS,"Criticize, in slang",2020,Monday
